Tournament,Stage,Match Type,Match Name,Map,Team A,Team A Score,Team A Attacker Score,Team A Defender Score,Team A Overtime Score,Team B,Team B Score,Team B Attacker Score,Team B Defender Score,Team B Overtime Score,Duration
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 64,Noodle Arm Athletes vs Team Bachara,Ascent,Noodle Arm Athletes,13,8,5,,Team Bachara,10,6,4,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 64,Noodle Arm Athletes vs Team Bachara,Breeze,Noodle Arm Athletes,13,8,5,,Team Bachara,6,2,4,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 64,AXIBYTE ESPORTS vs STAGA,Breeze,AXIBYTE ESPORTS,13,9,4,,STAGA,9,6,3,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 64,AXIBYTE ESPORTS vs STAGA,Icebox,AXIBYTE ESPORTS,13,8,5,,STAGA,7,3,4,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 64,HEET vs LDN UTD,Breeze,HEET,13,7,6,,LDN UTD,5,0,5,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 64,HEET vs LDN UTD,Bind,HEET,13,10,3,,LDN UTD,2,0,2,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 64,Vexed Gaming vs Shanghai Emperors,Breeze,Vexed Gaming,13,9,4,,Shanghai Emperors,4,1,3,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 64,Vexed Gaming vs Shanghai Emperors,Ascent,Vexed Gaming,8,7,1,,Shanghai Emperors,13,8,5,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 64,Vexed Gaming vs Shanghai Emperors,Icebox,Vexed Gaming,13,10,3,,Shanghai Emperors,3,1,2,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 64,ENRAGE vs noFEAR,Split,ENRAGE,13,4,9,,noFEAR,11,3,8,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 64,ENRAGE vs noFEAR,Haven,ENRAGE,1,1,0,,noFEAR,13,2,11,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 64,ENRAGE vs noFEAR,Ascent,ENRAGE,13,4,9,,noFEAR,11,3,8,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 64,Vertical Seven Esports vs OLD DOGS,Icebox,Vertical Seven Esports,13,9,4,,OLD DOGS,7,4,3,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 64,Vertical Seven Esports vs OLD DOGS,Bind,Vertical Seven Esports,10,5,5,,OLD DOGS,13,6,7,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 64,Vertical Seven Esports vs OLD DOGS,Ascent,Vertical Seven Esports,11,4,7,,OLD DOGS,13,5,8,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 64,Cream Real Betis vs AREA,Icebox,Cream Real Betis,13,7,6,,AREA,7,2,5,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 64,Cream Real Betis vs AREA,Split,Cream Real Betis,13,4,9,,AREA,10,2,8,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 64,KPI Gaming vs UCAM Esports Club,Bind,KPI Gaming,13,9,4,,UCAM Esports Club,8,5,3,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 64,KPI Gaming vs UCAM Esports Club,Ascent,KPI Gaming,10,6,4,,UCAM Esports Club,13,7,6,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 64,KPI Gaming vs UCAM Esports Club,Icebox,KPI Gaming,9,3,6,,UCAM Esports Club,13,4,9,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 32,bref vs Megastitut,Haven,bref,13,6,7,,Megastitut,7,1,6,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 32,bref vs Megastitut,Ascent,bref,13,9,4,,Megastitut,10,7,3,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 32,19esports vs Bonsoir,Split,19esports,13,8,5,,Bonsoir,4,0,4,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 32,19esports vs Bonsoir,Haven,19esports,14,6,6,2,Bonsoir,12,6,6,0,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 32,IVY vs AXIBYTE ESPORTS,Ascent,IVY,13,7,6,,AXIBYTE ESPORTS,9,4,5,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 32,IVY vs AXIBYTE ESPORTS,Bind,IVY,13,10,3,,AXIBYTE ESPORTS,6,4,2,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 32,Cream Real Betis vs FTW Esports,Bind,Cream Real Betis,13,11,2,,FTW Esports,1,0,1,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 32,Cream Real Betis vs FTW Esports,Ascent,Cream Real Betis,10,5,5,,FTW Esports,13,6,7,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 32,Cream Real Betis vs FTW Esports,Haven,Cream Real Betis,13,9,4,,FTW Esports,8,5,3,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 32,Team Heretics vs NoPoaching,Haven,Team Heretics,12,5,7,0,NoPoaching,14,5,7,2,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 32,Team Heretics vs NoPoaching,Ascent,Team Heretics,13,6,7,,NoPoaching,11,5,6,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 32,Team Heretics vs NoPoaching,Breeze,Team Heretics,13,8,5,,NoPoaching,5,1,4,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 32,MANGO vs Reject$,Ascent,MANGO,6,3,3,,Reject$,13,4,9,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 32,MANGO vs Reject$,Haven,MANGO,8,4,4,,Reject$,13,5,8,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 32,Team Queso vs Yendez,Breeze,Team Queso,10,6,4,,Yendez,13,7,6,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 32,Team Queso vs Yendez,Icebox,Team Queso,16,8,4,4,Yendez,14,8,4,2,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 32,Team Queso vs Yendez,Split,Team Queso,15,5,7,3,Yendez,13,5,7,1,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 32,Noodle Arm Athletes vs Rugrats,Ascent,Noodle Arm Athletes,10,2,8,,Rugrats,13,3,10,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 32,Noodle Arm Athletes vs Rugrats,Bind,Noodle Arm Athletes,11,7,4,,Rugrats,13,8,5,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 32,OLD DOGS vs unjobbed,Bind,OLD DOGS,4,4,0,,unjobbed,13,5,8,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 32,OLD DOGS vs unjobbed,Ascent,OLD DOGS,4,4,0,,unjobbed,13,5,8,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 32,driveBy vs UCAM Esports Club,Haven,driveBy,7,3,4,,UCAM Esports Club,13,4,9,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 32,driveBy vs UCAM Esports Club,Bind,driveBy,8,4,4,,UCAM Esports Club,13,5,8,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 32,Team Sampi vs OG,Icebox,Team Sampi,11,5,6,,OG,13,6,7,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 32,Team Sampi vs OG,Bind,Team Sampi,2,2,0,,OG,13,3,10,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 32,Team Plague vs FARMERS,Haven,Team Plague,9,4,5,,FARMERS,13,5,8,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 32,Team Plague vs FARMERS,Bind,Team Plague,15,6,6,3,FARMERS,17,6,6,5,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 32,Vexed Gaming vs ENRAGE,Split,Vexed Gaming,13,10,3,,ENRAGE,10,8,2,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 32,Vexed Gaming vs ENRAGE,Breeze,Vexed Gaming,13,6,7,,ENRAGE,10,4,6,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 32,Giants Gaming vs Winfinity,Icebox,Giants Gaming,13,10,3,,Winfinity,5,3,2,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 32,Giants Gaming vs Winfinity,Split,Giants Gaming,13,10,3,,Winfinity,8,6,2,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 32,HEET vs WiLD MultiGaming,Breeze,HEET,13,9,4,,WiLD MultiGaming,5,2,3,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 32,HEET vs WiLD MultiGaming,Ascent,HEET,14,7,5,2,WiLD MultiGaming,16,7,5,4,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 32,HEET vs WiLD MultiGaming,Bind,HEET,5,5,0,,WiLD MultiGaming,13,6,7,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 32,Les Zinzins De Lespace vs MTP Esport,Split,Les Zinzins De Lespace,9,3,6,,MTP Esport,13,4,9,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 32,Les Zinzins De Lespace vs MTP Esport,Icebox,Les Zinzins De Lespace,10,7,3,,MTP Esport,13,8,5,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 16,19esports vs Reject$,Split,19esports,7,2,5,,Reject$,13,3,10,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 16,19esports vs Reject$,Haven,19esports,13,5,8,,Reject$,10,3,7,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 16,19esports vs Reject$,Ascent,19esports,13,8,5,,Reject$,11,7,4,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 16,Giants Gaming vs Rugrats,Bind,Giants Gaming,13,10,3,,Rugrats,5,3,2,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 16,Giants Gaming vs Rugrats,Split,Giants Gaming,13,5,8,,Rugrats,9,2,7,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 16,Vexed Gaming vs unjobbed,Bind,Vexed Gaming,13,5,8,,unjobbed,8,1,7,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 16,Vexed Gaming vs unjobbed,Icebox,Vexed Gaming,13,10,3,,unjobbed,2,0,2,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 16,OG vs MTP Esport,Icebox,OG,13,8,5,,MTP Esport,6,2,4,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 16,OG vs MTP Esport,Split,OG,12,7,5,0,MTP Esport,14,7,5,2,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 16,OG vs MTP Esport,Breeze,OG,7,7,0,,MTP Esport,13,8,5,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 16,bref vs Team Heretics,Haven,bref,11,6,5,,Team Heretics,13,7,6,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 16,bref vs Team Heretics,Icebox,bref,14,6,6,2,Team Heretics,12,6,6,0,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 16,bref vs Team Heretics,Bind,bref,10,6,4,,Team Heretics,13,7,6,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 16,Team Queso vs FARMERS,Icebox,Team Queso,13,10,3,,FARMERS,2,0,2,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 16,Team Queso vs FARMERS,Ascent,Team Queso,13,11,2,,FARMERS,1,0,1,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 16,IVY vs WiLD MultiGaming,Bind,IVY,8,6,2,,WiLD MultiGaming,13,7,6,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 16,IVY vs WiLD MultiGaming,Ascent,IVY,10,6,4,,WiLD MultiGaming,13,7,6,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 16,Cream Real Betis vs UCAM Esports Club,Bind,Cream Real Betis,13,9,4,,UCAM Esports Club,11,8,3,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 16,Cream Real Betis vs UCAM Esports Club,Ascent,Cream Real Betis,13,6,7,,UCAM Esports Club,10,4,6,,
Champions Tour Europe Stage 3: Challengers 2,Closed Qualifier,Upper Round of 16,Wave Esports vs Team Queso,Bind,Wave Esports,9,7,2,,Team Queso,13,8,5,,
Champions Tour Europe Stage 3: Challengers 2,Closed Qualifier,Upper Round of 16,Wave Esports vs Team Queso,Icebox,Wave Esports,16,6,6,4,Team Queso,14,6,6,2,
Champions Tour Europe Stage 3: Challengers 2,Closed Qualifier,Upper Round of 16,Wave Esports vs Team Queso,Breeze,Wave Esports,13,6,6,1,Team Queso,15,6,6,3,
Champions Tour Europe Stage 3: Challengers 2,Closed Qualifier,Upper Round of 16,Alliance vs Cream Real Betis,Icebox,Alliance,13,6,7,,Cream Real Betis,8,2,6,,
Champions Tour Europe Stage 3: Challengers 2,Closed Qualifier,Upper Round of 16,Alliance vs Cream Real Betis,Bind,Alliance,13,8,5,,Cream Real Betis,7,3,4,,
Champions Tour Europe Stage 3: Challengers 2,Closed Qualifier,Upper Round of 16,BK ROG Esports vs Vexed Gaming,Bind,BK ROG Esports,4,2,2,,Vexed Gaming,13,3,10,,
Champions Tour Europe Stage 3: Challengers 2,Closed Qualifier,Upper Round of 16,BK ROG Esports vs Vexed Gaming,Icebox,BK ROG Esports,6,3,3,,Vexed Gaming,13,4,9,,
Champions Tour Europe Stage 3: Challengers 2,Closed Qualifier,Upper Round of 16,Team Vitality vs WiLD MultiGaming,Split,Team Vitality,13,7,6,,WiLD MultiGaming,6,1,5,,
Champions Tour Europe Stage 3: Challengers 2,Closed Qualifier,Upper Round of 16,Team Vitality vs WiLD MultiGaming,Bind,Team Vitality,7,4,3,,WiLD MultiGaming,13,5,8,,
Champions Tour Europe Stage 3: Challengers 2,Closed Qualifier,Upper Round of 16,Team Vitality vs WiLD MultiGaming,Breeze,Team Vitality,13,8,5,,WiLD MultiGaming,10,6,4,,
Champions Tour Europe Stage 3: Challengers 2,Closed Qualifier,Upper Round of 16,BIG vs Giants Gaming,Ascent,BIG,7,4,3,,Giants Gaming,13,5,8,,
Champions Tour Europe Stage 3: Challengers 2,Closed Qualifier,Upper Round of 16,BIG vs Giants Gaming,Bind,BIG,3,1,2,,Giants Gaming,13,2,11,,
Champions Tour Europe Stage 3: Challengers 2,Closed Qualifier,Upper Round of 16,Finest vs MTP Esport,Haven,Finest,13,9,4,,MTP Esport,3,0,3,,
Champions Tour Europe Stage 3: Challengers 2,Closed Qualifier,Upper Round of 16,Finest vs MTP Esport,Ascent,Finest,13,12,1,,MTP Esport,2,2,0,,
Champions Tour Europe Stage 3: Challengers 2,Closed Qualifier,Upper Round of 16,TENSTAR vs 19esports,Icebox,TENSTAR,14,3,9,2,19esports,12,3,9,0,
Champions Tour Europe Stage 3: Challengers 2,Closed Qualifier,Upper Round of 16,TENSTAR vs 19esports,Breeze,TENSTAR,11,8,3,,19esports,13,9,4,,
Champions Tour Europe Stage 3: Challengers 2,Closed Qualifier,Upper Round of 16,TENSTAR vs 19esports,Split,TENSTAR,13,8,5,,19esports,5,1,4,,
Tournament,Stage,Match Type,Match Name,Map,Team A,Team A Score,Team A Attacker Score,Team A Defender Score,Team A Overtime Score,Team B,Team B Score,Team B Attacker Score,Team B Defender Score,Team B Overtime Score,Duration
Valorant Champions 2021,Group Stage,Opening (D),Vision Strikers vs FULL SENSE,Haven,Vision Strikers,13,9,4,,FULL SENSE,5,2,3,,59:11
Valorant Champions 2021,Group Stage,Opening (D),Vision Strikers vs FULL SENSE,Breeze,Vision Strikers,13,9,4,,FULL SENSE,5,2,3,,44:30
Valorant Champions 2021,Group Stage,Opening (C),Team Vikings vs Crazy Raccoon,Icebox,Team Vikings,13,6,7,,Crazy Raccoon,9,3,6,,59:48
Valorant Champions 2021,Group Stage,Opening (C),Team Vikings vs Crazy Raccoon,Haven,Team Vikings,13,6,7,,Crazy Raccoon,8,2,6,,52:48
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Icebox,FNATIC,13,7,6,,Cloud9,11,6,5,,59:50
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Split,FNATIC,11,7,4,,Cloud9,13,8,5,,55:26
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Fracture,FNATIC,14,8,4,2,Cloud9,12,8,4,0,
Valorant Champions 2021,Group Stage,Opening (C),Gambit Esports vs Team Secret,Icebox,Gambit Esports,6,4,2,,Team Secret,13,5,8,,1:09:15
Valorant Champions 2021,Group Stage,Opening (C),Gambit Esports vs Team Secret,Breeze,Gambit Esports,13,12,1,,Team Secret,0,0,0,,26:56
Valorant Champions 2021,Group Stage,Opening (C),Gambit Esports vs Team Secret,Bind,Gambit Esports,13,7,6,,Team Secret,6,1,5,,
Valorant Champions 2021,Group Stage,Opening (B),Sentinels vs FURIA,Ascent,Sentinels,13,6,7,,FURIA,9,3,6,,1:01:06
Valorant Champions 2021,Group Stage,Opening (B),Sentinels vs FURIA,Breeze,Sentinels,10,4,6,,FURIA,13,5,8,,55:07
Valorant Champions 2021,Group Stage,Opening (B),Sentinels vs FURIA,Haven,Sentinels,13,9,4,,FURIA,9,6,3,,
Valorant Champions 2021,Group Stage,Opening (B),KRÜ Esports vs Team Liquid,Haven,KRÜ Esports,5,4,1,,Team Liquid,13,5,8,,46:06
Valorant Champions 2021,Group Stage,Opening (B),KRÜ Esports vs Team Liquid,Ascent,KRÜ Esports,8,3,5,,Team Liquid,13,4,9,,46:59
Valorant Champions 2021,Group Stage,Winner's (D),Vision Strikers vs FNATIC,Icebox,Vision Strikers,10,6,4,,FNATIC,13,7,6,,1:12:49
Valorant Champions 2021,Group Stage,Winner's (D),Vision Strikers vs FNATIC,Haven,Vision Strikers,13,6,7,,FNATIC,10,4,6,,52:06
Valorant Champions 2021,Group Stage,Winner's (D),Vision Strikers vs FNATIC,Fracture,Vision Strikers,6,3,3,,FNATIC,13,4,9,,
Valorant Champions 2021,Group Stage,Opening (A),Envy vs X10 Esports,Breeze,Envy,13,6,7,,X10 Esports,8,2,6,,49:02
Valorant Champions 2021,Group Stage,Opening (A),Envy vs X10 Esports,Ascent,Envy,13,7,6,,X10 Esports,7,2,5,,43:51
Valorant Champions 2021,Group Stage,Winner's (C),Gambit Esports vs Team Vikings,Split,Gambit Esports,13,7,6,,Team Vikings,6,1,5,,1:00:28
Valorant Champions 2021,Group Stage,Winner's (C),Gambit Esports vs Team Vikings,Bind,Gambit Esports,5,4,1,,Team Vikings,13,5,8,,48:35
Valorant Champions 2021,Group Stage,Winner's (C),Gambit Esports vs Team Vikings,Icebox,Gambit Esports,14,3,9,2,Team Vikings,12,3,9,0,
Valorant Champions 2021,Group Stage,Winner's (B),Team Liquid vs Sentinels,Breeze,Team Liquid,14,4,8,2,Sentinels,12,4,8,0,1:04:33
Valorant Champions 2021,Group Stage,Winner's (B),Team Liquid vs Sentinels,Bind,Team Liquid,2,2,0,,Sentinels,13,3,10,,38:32
Valorant Champions 2021,Group Stage,Winner's (B),Team Liquid vs Sentinels,Split,Team Liquid,13,6,7,,Sentinels,10,4,6,,
Valorant Champions 2021,Group Stage,Opening (A),Acend vs Keyd Stars,Icebox,Acend,9,6,3,,Keyd Stars,13,7,6,,1:03:39
Valorant Champions 2021,Group Stage,Opening (A),Acend vs Keyd Stars,Bind,Acend,13,9,4,,Keyd Stars,3,0,3,,43:15
Valorant Champions 2021,Group Stage,Opening (A),Acend vs Keyd Stars,Breeze,Acend,13,9,4,,Keyd Stars,10,7,3,,
Valorant Champions 2021,Group Stage,Elimination (C),Team Secret vs Crazy Raccoon,Split,Team Secret,13,8,5,,Crazy Raccoon,5,1,4,,52:26
Valorant Champions 2021,Group Stage,Elimination (C),Team Secret vs Crazy Raccoon,Haven,Team Secret,13,10,3,,Crazy Raccoon,2,0,2,,35:48
Valorant Champions 2021,Group Stage,Elimination (B),KRÜ Esports vs FURIA,Fracture,KRÜ Esports,11,6,5,,FURIA,13,7,6,,1:12:57
Valorant Champions 2021,Group Stage,Elimination (B),KRÜ Esports vs FURIA,Ascent,KRÜ Esports,13,8,5,,FURIA,8,4,4,,50:47
Valorant Champions 2021,Group Stage,Elimination (B),KRÜ Esports vs FURIA,Haven,KRÜ Esports,13,7,6,,FURIA,9,4,5,,
Valorant Champions 2021,Group Stage,Elimination (D),FULL SENSE vs Cloud9,Split,FULL SENSE,7,3,4,,Cloud9,13,4,9,,57:52
Valorant Champions 2021,Group Stage,Elimination (D),FULL SENSE vs Cloud9,Breeze,FULL SENSE,12,6,6,0,Cloud9,14,6,6,2,59:16
Valorant Champions 2021,Group Stage,Winner's (A),Acend vs Envy,Ascent,Acend,13,8,5,,Envy,8,4,4,,57:38
Valorant Champions 2021,Group Stage,Winner's (A),Acend vs Envy,Bind,Acend,13,9,4,,Envy,11,8,3,,57:53
Valorant Champions 2021,Group Stage,Elimination (A),Keyd Stars vs X10 Esports,Icebox,Keyd Stars,6,4,2,,X10 Esports,13,5,8,,52:54
Valorant Champions 2021,Group Stage,Elimination (A),Keyd Stars vs X10 Esports,Haven,Keyd Stars,5,3,2,,X10 Esports,13,4,9,,46:20
Valorant Champions 2021,Group Stage,Decider (B),Sentinels vs KRÜ Esports,Fracture,Sentinels,13,9,4,,KRÜ Esports,7,4,3,,54:51
Valorant Champions 2021,Group Stage,Decider (B),Sentinels vs KRÜ Esports,Haven,Sentinels,11,8,3,,KRÜ Esports,13,9,4,,54:18
Valorant Champions 2021,Group Stage,Decider (B),Sentinels vs KRÜ Esports,Split,Sentinels,11,8,3,,KRÜ Esports,13,9,4,,
Valorant Champions 2021,Group Stage,Decider (D),Vision Strikers vs Cloud9,Ascent,Vision Strikers,10,1,9,,Cloud9,13,2,11,,1:02:01
Valorant Champions 2021,Group Stage,Decider (D),Vision Strikers vs Cloud9,Split,Vision Strikers,13,6,7,,Cloud9,9,3,6,,51:04
Valorant Champions 2021,Group Stage,Decider (D),Vision Strikers vs Cloud9,Breeze,Vision Strikers,11,4,7,,Cloud9,13,5,8,,
Valorant Champions 2021,Group Stage,Decider (C),Team Vikings vs Team Secret,Haven,Team Vikings,6,3,3,,Team Secret,13,4,9,,58:45
Valorant Champions 2021,Group Stage,Decider (C),Team Vikings vs Team Secret,Icebox,Team Vikings,7,4,3,,Team Secret,13,5,8,,47:29
Valorant Champions 2021,Group Stage,Decider (A),Envy vs X10 Esports,Icebox,Envy,13,5,8,,X10 Esports,10,3,7,,1:01:49
Valorant Champions 2021,Group Stage,Decider (A),Envy vs X10 Esports,Split,Envy,8,6,2,,X10 Esports,13,7,6,,47:24
Valorant Champions 2021,Group Stage,Decider (A),Envy vs X10 Esports,Haven,Envy,12,9,3,0,X10 Esports,14,9,3,2,
Valorant Champions 2021,Playoffs,Quarterfinals,Acend vs Team Secret,Icebox,Acend,13,8,5,,Team Secret,8,4,4,,59:52
Valorant Champions 2021,Playoffs,Quarterfinals,Acend vs Team Secret,Breeze,Acend,13,8,5,,Team Secret,6,2,4,,40:37
Valorant Champions 2021,Playoffs,Quarterfinals,Team Liquid vs Cloud9,Bind,Team Liquid,13,6,7,,Cloud9,10,4,6,,1:09:00
Valorant Champions 2021,Playoffs,Quarterfinals,Team Liquid vs Cloud9,Ascent,Team Liquid,13,5,8,,Cloud9,11,4,7,,58:36
Valorant Champions 2021,Playoffs,Quarterfinals,Gambit Esports vs X10 Esports,Fracture,Gambit Esports,13,9,4,,X10 Esports,7,4,3,,59:43
Valorant Champions 2021,Playoffs,Quarterfinals,Gambit Esports vs X10 Esports,Ascent,Gambit Esports,7,5,2,,X10 Esports,13,6,7,,46:38
Valorant Champions 2021,Playoffs,Quarterfinals,Gambit Esports vs X10 Esports,Breeze,Gambit Esports,13,7,6,,X10 Esports,7,2,5,,
Valorant Champions 2021,Playoffs,Quarterfinals,FNATIC vs KRÜ Esports,Haven,FNATIC,13,8,4,1,KRÜ Esports,15,8,4,3,1:18:31
Valorant Champions 2021,Playoffs,Quarterfinals,FNATIC vs KRÜ Esports,Icebox,FNATIC,13,10,3,,KRÜ Esports,6,4,2,,43:09
Valorant Champions 2021,Playoffs,Quarterfinals,FNATIC vs KRÜ Esports,Split,FNATIC,8,5,3,,KRÜ Esports,13,6,7,,
Valorant Champions 2021,Playoffs,Semifinals,Acend vs Team Liquid,Bind,Acend,13,8,5,,Team Liquid,6,2,4,,1:02:47
Valorant Champions 2021,Playoffs,Semifinals,Acend vs Team Liquid,Split,Acend,13,11,2,,Team Liquid,5,4,1,,43:35
Valorant Champions 2021,Playoffs,Semifinals,Gambit Esports vs KRÜ Esports,Breeze,Gambit Esports,13,4,9,,KRÜ Esports,8,0,8,,1:23:23
Valorant Champions 2021,Playoffs,Semifinals,Gambit Esports vs KRÜ Esports,Ascent,Gambit Esports,7,5,2,,KRÜ Esports,13,6,7,,48:31
Valorant Champions 2021,Playoffs,Semifinals,Gambit Esports vs KRÜ Esports,Bind,Gambit Esports,18,4,8,6,KRÜ Esports,16,4,8,4,
Valorant Champions 2021,Playoffs,Grand Final,Acend vs Gambit Esports,Breeze,Acend,11,9,2,,Gambit Esports,13,10,3,,1:12:20
Valorant Champions 2021,Playoffs,Grand Final,Acend vs Gambit Esports,Ascent,Acend,13,7,6,,Gambit Esports,7,2,5,,43:25
Valorant Champions 2021,Playoffs,Grand Final,Acend vs Gambit Esports,Fracture,Acend,3,1,2,,Gambit Esports,13,2,11,,33:16
Valorant Champions 2021,Playoffs,Grand Final,Acend vs Gambit Esports,Icebox,Acend,14,7,5,2,Gambit Esports,12,7,5,0,53:21
Valorant Champions 2021,Playoffs,Grand Final,Acend vs Gambit Esports,Split,Acend,13,7,6,,Gambit Esports,8,3,5,,
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Quarterfinals,100 Thieves vs Gen.G,Breeze,100 Thieves,10,7,3,,Gen.G,13,8,5,,1:02:54
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Quarterfinals,100 Thieves vs Gen.G,Split,100 Thieves,13,10,3,,Gen.G,8,6,2,,50:07
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Quarterfinals,100 Thieves vs Gen.G,Icebox,100 Thieves,13,9,4,,Gen.G,4,1,3,,36:07
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Quarterfinals,XSET vs Luminosity,Haven,XSET,2,2,0,,Luminosity,13,3,10,,36:07
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Quarterfinals,XSET vs Luminosity,Ascent,XSET,13,8,5,,Luminosity,8,4,4,,55:49
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Quarterfinals,XSET vs Luminosity,Split,XSET,13,5,8,,Luminosity,10,3,7,,56:28
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Semifinals,100 Thieves vs XSET,Split,100 Thieves,9,5,4,,XSET,13,6,7,,1:00:20
